	NG.16677_M53_iso_preg_placenta_lib271061_6029_8_1	NG.16677_M55_aly6g_preg_placenta_lib271064_6029_8_1	NG.16677_M56_aly6g_preg_placenta_lib280131_6085_1_1	NG.16677_M62_iso_preg_placenta_lib271062_6029_4_1	NG.16677_M63_aly6g_preg_placenta_lib280132_6085_1_1	NG.16677_M65_iso_preg_placenta_lib280130_6085_1_1
4420	357	354	547	502	1019.001	692
4421	829.999	896	1078	884	1181	1261
4422	932.648	342.578	961.832	658.558	992.305	1580.251
4423	654.586	651.201	900.85	692.961	1120.935	1139.741
4424	844	415	788.001	623	286	2213.999
4425	1320	2048	2076	1676	1737.999	2027.001
4426	62	41	34	48	30	178
4427	1809	1667	1249	2847	134	8209
4428	2976.999	3073	3962	3196	4758	4462.999
4429	3678	2639	4102	3085.001	6344	5586.999
4430	1264	1170.998	1452.001	1155	1882.999	1866
4431	14	20	24	10	11	31
4432	10	19	17	5	13	14
4433	970.001	991.006	1248.24	1045.357	1492.948	1528.218
4434	5	7	72	6	26	20
4435	0	3	1	2	2	0
4436	11	8	11	8	7	18
4437	2320.353	2851.673	3461.233	2731.07	3254.339	3514.816
4438	2	2	9	0	9	3
4439	1	1	0	0	0	0
4440	480.388	471.15	608.529	512.08	599.622	743.767
4441	4	0	2	1	0	10
4442	1791.2	637	1770.88	1305	2270.13	2453
4443	488.144	619.342	717.204	676.453	649.748	909.074
4444	31	24	20	39	42	43
4445	46	23	35	59	92	98
4446	916.373	1069.061	1307.107	948.134	1438.229	1224.254
4447	1300.999	1038	1352.999	1480	1733	3166
4448	103.999	87	93	124.999	168.001	165.001
4449	3949.626	3924.376	6230.284	4912.337	5819.329	6890.696
4450	238.001	248	316.001	221	372	259
4451	127	99	164	105	219	145
4452	2141	2120	3253	1860	3287	2538
4453	3	3	2	2	7	7
4454	1128	512.089	1138.629	822	1194.457	1708.197
4455	964.509	1290.292	1449.076	1121.594	1431.323	1385.147
4456	2395	1435	3976	1512	3492	2102
4457	1020.999	952	1249	1059.001	1481	1724.001
4458	234.999	323	421	269.001	270.001	356
4459	0	0	1	0	1	0
4460	210	220	268.999	241.001	422	245
4461	1008.001	1269	1554.001	1182	1567.001	1546
4462	1931	1551.999	2119.999	1647	2357	3371
4463	1988.523	1802.521	2768.335	1725.971	2524.683	2515.187
4464	0	0	0	1.005	1.014	0
4465	63.003	51	102.002	137.006	101.363	164.101
4466	0	6	0	5	1	2
4467	884.295	310.872	798.151	712.011	1264.203	1264.807
4468	1898.001	2185.979	2641.983	1819	2375	2773
4469	944	591.001	1026.006	744.007	1169.381	1348.34
4470	102	69	49	143	32	416
4471	1247	1422.54	2005	1353.092	1528.584	2266.001
4472	9	5	11	9	8	22
4473	702.016	495.137	817.928	511.661	857.942	1023.195
4474	1	0	5	3	4	5
4475	470.999	341	597	468	817	815
4476	1859	2304.944	2952.792	2306.88	2771	3268.715
4477	852	622	978.999	686	1392	1223
4478	2071	2069	2893	1970	2886.999	2759.999
4479	0	0	0	0	0	0
4480	889	887	1190.999	889	1381.001	1324
4481	28	15	1	4	0	11
4482	774	469	1051	611	1348.001	805
4483	19.208	18.615	10.545	15.565	17.123	9.067
4484	656	1031	627	1595	68	3485
4485	144.609	130.259	199.128	144.023	169.641	235.844
4486	3592	4346	4209	3506	4772	5372
4487	0	0	0	0	0	0
4488	156.031	57.002	190.001	96	246.001	216.027
4489	0	0	2	1	1	3
4490	1863	1868	3081.001	1811.999	3004	2822.999
4491	1622	1456	2078	1483.999	2439	2494
4492	1507	1724.997	2553.98	1535.999	1768.001	2044.042
4493	0	1	0	0	0	1
4494	1	1	0	0	0	3
4495	0	0	0	0	1	0
4496	397	309	458	423	400	1052
4497	44.182	37.776	26.439	14.512	29.131	24.045
4498	370	470	582	452	661.999	521
4499	16	33	15	26	38	36
4500	958.066	851.055	1289.147	1008.248	1567.597	1532.574
4501	189	271	356	228	376	377
4502	1341	1221	2142	2895	5012	4516
4503	3	5	10	3	10	8
4504	0	0	0	0	0	0
4505	762.999	541.999	1168	634	1355.999	1031.001
4506	15	17	17	21	24	22
4507	521	485	694	460.001	687.999	757
4508	451	476	672	562	743.001	653.001
4509	1586	1843	2574	2363	2341	2318
4510	953	1038	1558.001	940	1265	1424
4511	447	320	540.001	492.999	813.001	647.999
4512	25	23	28	35	36	47
4513	75	70	74	102	132	146
4514	13	16	32	28	44	50.999
4515	0	0	0	0	0	0
4516	570	749	831	736	924	1035
4517	5	5	10	14	16	10
4518	658	809	1010	651	1128	856.001
4519	1241.999	1241	1709.001	1073.999	2108.999	1616.001
4520	1355	1295	1883.999	1360	2007.001	1960.001
4521	10	8	7	8	15	25
4522	919.001	517	1005	937.999	1601	1443.001
4523	430	571	693	554	687	721.998
4524	2128.71	2430.488	3100	2191.026	3337.516	3145.967
4525	9	5	12	11	12	17.072
4526	5814	5593	8188	6142.999	9787	8761.999
4527	1	0	2	1	2	0
4528	83	75	110	85	143	131
4529	393.922	425.86	592.749	469.656	549.987	734.196
4530	827.63	701	908.99	861.957	987.372	1756.724
4531	2767	3425.001	4321.999	3229.001	3679	4946.999
4532	3681.001	4383	6083	4326.999	7131.001	5805.999
4533	3044.304	3589.568	3558.829	2775.752	2390.174	3906.392
4534	1879.004	1780	2844.032	1532.006	2535.026	2394.039
4535	906	1096	1179	1347	1891	1851
4536	221	268	333	277	351	363
4537	10	3	15	7	24	12
4538	1748.999	1485.003	2279.991	1525.988	2195	2071.001
4539	596	284	793	611	1068	929
4540	34	11	25	52	56	70
4541	1234	453	1289	861	1663	1110
4542	1555	1372	2182	1718	2309	2209.999
4543	1343.999	1240	1800.047	1484	2034.017	2043.248
4544	669	746	1129	765	1127	1065
4545	11185.75	21733.387	25533.221	21525.88	18069.573	20124.617
4546	246	411	402	249	569	389
4547	413	416	546	449	679	615
4548	957.417	404.225	1158.062	810.187	1645.199	1353.238
4549	23.022	14.004	11.915	34.937	26.411	48.003
4550	86	57	114	53	108	103
4551	1497	302	960	739	1467	1365
4552	12537.221	5115.037	12689	7162.999	17634.009	14725.966
4553	928.778	795	1170.999	819	1659.831	1317.001
4554	1186.438	747.402	1532.423	940.698	1763.132	1420.886
4555	1263	1558	1098	1887.522	719.869	3795.456
4556	302.776	193	366.951	271.511	364.562	519.445
4557	3306.001	3669.999	4623.996	3810.734	3579.998	7574.999
4558	282	365	508	412	412	522
4559	2786	3599	4826	3940	4428	4837.001
4560	0	0	0	1	0	0
4561	79	77	108	160	23	312
4562	229	526	359	529	655	577
4563	118.584	142.097	144.943	240.011	291.941	281.077
4564	5929.001	5762	8190	5832.001	9739.001	10120
4565	313.999	377.001	393	423	544.999	474
4566	19415.753	30082.921	38479.502	30602.317	27736.373	39433.4
4567	324.999	325	365	449.999	219	763
4568	1833.898	1361.616	2860.029	1803.496	2656.629	2832.304
4569	1510.101	1031.383	2097.971	1451.504	2384.372	2016.697
4570	271	190	358	288	366.999	347
4571	335	371	508	361	582.001	431
4572	813.093	956.008	1274.024	1053.627	1249.036	1355.051
4573	3	2	3	3	6	2
4574	22	10	32.096	21	25.111	31.996
4575	10.931	29	34.015	19	17	30.346
4576	5	19.962	18.537	6	18	15.016
4577	23	30.972	59.803	28.984	40.669	39.147
4578	43.364	45.02	69.478	42.485	45.688	39.323
4579	0	1	9	4	0	1
4580	20.705	36.775	64.461	38.35	61.636	41.999
4581	2	0	6.108	0	2	4
4582	0	0	0	0	0	1
4583	1	0	0	0	0	0
4584	296	478	520	509	482	659
4585	2095	1747	2973	2007	3647	3362
4586	118	117	216	161	234	208
4587	9	14	11	27.999	2	32.999
4588	1973	1732.758	2632.956	1868.835	2808.823	3236
4589	11	17	21	15	15	20
4590	718	977	1429	673	1201	801
4591	1630.002	1715	2068.031	1653.027	1679	2690.798
4592	50.001	29.003	28.001	83	68	170.005
4593	3688.787	5372.218	6567.305	4258.18	5308.21	4779.997
4594	466.628	625.297	811.941	635.954	909.34	781.637
4595	289	125	359	295	377	422
4596	0	0	0	0	0	0
4597	0	0	0	0	0	0.909
4598	0	0	5	1	0	1
4599	51	29	57	47	54	64
4600	408.025	412.024	503.655	476.191	564.629	517.189
4601	2	1	1	4	5	1
4602	1616	1917.911	2312.001	1853	2459.851	2569.968
4603	326	173	393	345	535	424.999
4604	21	29.999	93.219	35	65	38
4605	2200	1223	4391	3525	4059	2508
4606	24709.999	27252.999	36541.999	24674.001	40849.999	32816.001
4607	269	411.992	433	444.992	609	586.987
4608	10	4	10	11.999	7	15
4609	3.058	3.103	2.083	0	0	4.216
4610	1	0	0	0	4	1
4611	3071	2830.001	4414	3077.999	5102	4342
4612	224	102	158	222	307	453
4613	2	0	4.52	1	2	0
4614	3746	2602	4472	3794	5519.999	6003
4615	1602.599	794.242	1501.903	1331.567	2332.894	2700.971
4616	644.002	413.007	707.508	583.043	956.015	1049.009
4617	196.123	121.116	257.289	236.614	306.383	341.435
4618	1117	1460	1696.001	1388	1645	1947.001
4619	0	0	3	0	0	0
4620	575	383	508	570	747	1041
4621	4	0	0	8	1	23
4622	1	2	0	0	0	4
4623	5587	6120	8558	6208.001	8613	8583
4624	589.023	507	697.872	513	1021.952	836.824
4625	11.258	16.181	11.869	14.001	22.127	25.771
4626	107	76.001	159.001	103	139	176
4627	343	339	525	312	584	656
4628	38	38	84	57	37	67
4629	644	586	917	922.001	1063.999	1248.999
4630	1063	504	1067	1072	1226	2642
4631	1265	1691	2188	1520	1816	2625
4632	0	1	3	0	1	1
4633	363	569	571	542	623	594
4634	11	15.834	24	12	10	13
4635	344	403.999	430.001	426	325	750.999
4636	899	604	1171.999	840	1404	1304
4637	149	169	274	196	282	256
4638	70	73	78	140	166	129
4639	458.599	543	749	520.999	686.132	678.79
4640	2	0	2	11	1	5
4641	112.999	141	167	211	259.999	277
4642	778.897	794.001	1006.178	732.595	1127.063	1115.56
4643	0	0	1	0	0	0
4644	136.001	142	158.823	239.405	97.781	515.377
4645	177.675	212.086	328.375	203.9	284.535	279.083
4646	15	18	39	37	40	49
4647	2073.012	1701.011	2778.044	1850.482	2847.056	3015.011
4648	0	4	5	3	5	18
4649	1972	878	2279.998	1598.001	2819	2478.001
4650	21	20	23	32	16	76
4651	4705.858	3176.34	5653.195	4672.258	7024.905	7614.971
4652	1731	1535	2134	1650.999	2903.999	2890
4653	0	0	0	0	0	0
4654	652.003	603	836.003	737	1019	1227.989
4655	967.001	975.014	1421.243	1146.955	1497.846	1684.794
4656	62	57	74	62	95	67
4657	232	207	266	211.024	331.033	314.029
4658	892.915	817.01	1226.169	936.36	1271.409	1392.332
4659	163	107	110	202.075	128	384.327
4660	393.999	667.832	691.852	547.621	566	615.849
4661	386.001	443.069	541.999	403.999	603.998	501
4662	127	113	181	119	252	228
4663	199.444	269.337	287.687	362.082	402.736	475.325
4664	3747.333	4804.21	5831.669	3807.439	5471.705	5099.99
4665	5	6	20	14	8	34
4666	626.673	601	765.85	697.812	858.007	1002
4667	4	0	2	0	2	2.016
4668	303.035	337.995	389.044	434.092	557.079	711.12
4669	808	1184	1421.001	1092	1224	1367
4670	705.003	698.499	1298.371	849.778	1258.56	1186.713
4671	118	108.006	136.559	115.764	101.203	143
4672	651	909	1072	756	857	951
4673	385.999	353.999	580	367.999	605.001	438
4674	2503	2929	3666.601	2788.012	3923	4063.187
4675	667.495	753.374	1187.356	693.088	907.403	809.997
4676	656	528	889.999	534	1021	952
4677	1377	1771	2383	1348.001	1770	1612.999
4678	0	0	0	0	0	0
4679	2114.644	2285.699	3321.876	1746.291	3126.382	2626.282
4680	425	437	561.001	405	590.999	701.999
4681	22	10	26	45	4	46
4682	52.838	73.282	64.858	62.04	28.502	127.091
4683	335	263	269	292	200	823
4684	108.139	87.083	158.692	147.762	198.373	110.394
4685	10.521	5.089	14.914	7.968	19.653	16.649
4686	2394	2405	3208	2536	3562	3546
4687	51.062	50.646	52.376	59.205	57.301	82.87
4688	28	46	19	63	91	41
4689	1053	1343.999	1610.001	1425.001	1610	1812
4690	379	503	540	415	682	510
4691	259.738	221.375	510.616	345.195	555.19	362.058
4692	76.877	113.868	117.607	73.249	74.716	100.636
4693	367	172.001	456	273	494.001	502
4694	675.999	668.999	1038.999	795.001	1121.001	1153.001
4695	72	49	118	94	172	110
4696	1177	881	1224	1148	1292	1793.999
4697	773.423	599.972	809.638	965.666	974.893	1767.33
4698	162	86	202	140	290	179
4699	533	489	891	591.994	793	675
4700	632.087	354.61	552.101	443.391	592.684	899.635
4701	20	22	44	21	55	40
4702	552	795	882.001	766	801	853.999
4703	0	0	0	0	0	0
4704	5	3	3	4	3	2
4705	374	362.802	536.077	342	524.001	520.169
4706	9	18	10	0	4	4
4707	1675.999	1164	1950	1523	2280	2339
4708	406.001	293.001	700	681.999	774	812
4709	2	8	5	12	7	10
4710	439.081	555.999	830.082	612.292	798.019	764.08
4711	112	141	189	105	239	178
4712	1172.052	549	1040.048	981.497	1243.488	2309.513
4713	1140	1709.999	1901	1465.001	1718	1921
4714	1047.636	763	1261.462	920.966	1302.011	1282.633
4715	136	96	122	122	140	156
4716	2241	1346	3529	2523.999	5474.999	4337.001
4717	155	243.001	323.004	267.002	284.034	268.998
4718	531	580	802.996	668.001	816.967	876.001
4719	1172	1258	1753	1252	1951	1682
4720	716	291.999	489	495	638	937.001
4721	0	0	2	1	4	3
4722	621.787	569.82	927.155	517.123	846.15	685.097
4723	307.818	408.513	533.221	338.432	392.06	493.678
4724	736.999	206	618	453	860	934.001
4725	1503	1482.001	2212.001	1319.999	2069.999	2047
4726	1931	1876.99	2536	1809	3037	2543
4727	898	814	1197	842	1421	1172
4728	300	412.001	455	414	385	628
4729	592.999	406	733	670.001	956.998	978
4730	206.999	166.999	239	184	294.001	273.001
4731	2634.999	2670	3639.999	2571.002	3943	3459.999
4732	452.23	478.238	706.344	479.873	861.951	636.511
4733	2548	4385.001	4347	3330.999	3544	4074.002
4734	562	615	910.999	705.794	982.001	1013.999
4735	1.174	0	1.115	0	1	2.222
4736	298	282	399.001	321.001	486	481
4737	557.001	807	1004.999	866.999	932	944.999
4738	892	949	1186.001	855.999	1453	1407.001
4739	284	287	396	443	470.999	664
4740	201	220.001	323	258	323	339
4741	155.795	172.059	304.999	173	219.796	141.06
4742	2710.057	3350.068	4010.591	2929.144	3830.208	4311.32
4743	42	53	56	57	103	63
4744	1254	1015.999	1323	1128	1585	1989.001
4745	666.462	666.417	1054.637	697.021	988.333	947.844
4746	1.004	1	3.005	2.002	10.015	1.002
4747	0	0	0	0	0	0
4748	1848.469	1834.064	2466.572	1796.137	3040.217	3019.689
4749	2730	3739	4954.999	3073.941	4536	3844.999
4750	1799	1716.999	2675.147	1970	3190.147	2753.001
4751	868	511	671	739	580	2490
4752	3	5	5	12	0	21
4753	1247.994	1070	1747.372	1478.065	1689.801	2366.733
4754	636.999	608.175	887.016	732.001	986	1039.018
4755	425.079	336.278	464.394	409.001	590	554.308
4756	245.999	160.001	320.001	311	359	344
4757	42	62	45.001	27	76	53
4758	11	10	12	37	20	53
4759	71	101	110	142	164	176
4760	4529	4171	5628	7227	2164	17176.001
4761	5492	4857	7254	4991	8305.999	7853
4762	57	76	34	143	8	261
4763	570	611.051	781.184	662.007	781.014	997.026
4764	1254	1573	1777	1553	1828	1918
4765	53	48	34	150	47	184.001
4766	274.001	268.011	377.65	345	472.009	410.952
4767	150.784	211.883	270.885	280.996	418.948	332.593
4768	2	0	1	3	2	0
4769	0	0	0	0	0	0
4770	0	0	1.571	0	0	0
4771	530.476	385.113	636.369	603.697	1082.041	1036.029
4772	1627	1326.001	2032.999	1446	1497	3038.001
4773	216	166	340	228	374	280
4774	155	137	164	181	323	193
4775	9	8	16	18	11	14
4776	1	0	0	1	0	0
4777	7319	4578	9204	7099	11346	11177
4778	216.001	283	342.002	262.006	534	367.99
4779	470	290	494	450	833.999	722.999
4780	3208	972	3556	1669.001	3335	2874
4781	1286	1416.999	1827.999	1422.001	1837	1817
4782	785	592	880	740.001	901.999	1445
4783	1047.999	968.001	1290.999	2396	3099	2896
4784	2530.985	2956.195	3701.22	2739.651	3692.63	4421.242
4785	2023.997	2179.998	2887.001	1825.997	2905.999	2565.996
4786	278.238	413.459	444.386	317.451	343.28	431.523
4787	165.899	111.499	189.17	190.967	170.602	382.006
4788	1813.82	1680.993	2066.075	1836.992	2491.107	2366.117
4789	10	10	12	33	21	7
4790	409	433	634	638	709	889
4791	685.999	636.999	892.999	668.001	1145.999	1100
4792	0	0	0	0	0	0
4793	13	44	42	37	50	50
4794	469	435.019	624.999	383	827	740
4795	112	139	170	179	218	263
4796	287.078	286.793	313.077	312.219	260.215	494.077
4797	0	0	0	0	0	0
4798	0	0	3	2	2	0
4799	3	2	7	10	8	5
4800	104	74.999	145.001	119.015	153	279.006
4801	1783	1304	2089.001	1575.001	2917.999	2746.001
4802	7	10	20	14	30	14
4803	1111	1410	1661	1234	1420	1831
4804	1102	1365	1372.001	1683	1276	2787.999
4805	56	105	120	64	86.001	64
4806	342	154	169	404.998	38.001	1422.001
4807	224	190	274	193	250	332.001
4808	197	135	259	206.016	277	293.999
4809	412	378	547	460	711	683
4810	36	12	24	46.187	50	49.001
4811	27	5	44	46	45	31
4812	4390	4756	6474	3917.001	7294	4770
4813	695	430	661.001	683.001	615.001	1555
4814	152.268	200.758	253.878	178.197	248.909	281.24
4815	9	2	5	4	11	16
4816	3	1	6	4	3	6
4817	11	2	9	3	0	6
4818	332	169	112	194	95	827
4819	93	11	63	33	65	57
4820	183	239	279	200.001	265	267
4821	708.001	783	1167	979	1336.092	1344.403
4822	68.005	36	70.18	68.025	137.001	102.001
4823	46	47	7	118	11	126
4824	395.001	277.999	302.999	824	681	903.001
4825	2	3	4	0	5	5
4826	4	0	1	2	3	9
4827	51318	32363	72160	46012	66117	67526
4828	8856	9146	12316	8849	13855	12403
4829	661	674	872	685	1065	933.001
4830	534.633	754.551	1037.463	929.812	1321.773	1158.549
4831	787.999	1376	1471.001	1256.113	1338.57	1517.999
4832	387.001	581	499	480.999	464	1008
4833	450.121	608.093	658.413	569.461	871.508	742.243
4834	2128	1540	2752	2038	3302	3235
4835	135.001	154.031	174.426	121.002	138.748	133.701
4836	0	0	0	0	1	0
4837	980	1181.999	1512.018	1020.999	1542.703	1437.008
4838	219	343	461.001	351	368.999	442
4839	142	123	217.001	156	188	211
4840	511.999	528.001	735.001	621	764.001	792
4841	2	6	3	4	4	8
4842	23786.001	17316	31322.999	18166	26273.001	23313
4843	958	666.999	1046	1229.001	1333.001	1929
4844	85	49.029	108.076	143.06	202.061	155.156
4845	510	706	810	679	764.001	882
4846	1180.999	1604.001	1776	1609.001	1856.001	2120.002
4847	687.979	651.999	960	758.001	1045.001	963
4848	205	199	251	248	347	393
4849	699.245	727.932	1006.052	747.6	1068.99	941.274
4850	2536.999	2019	3546	3500	4809	3852.999
4851	3297	2824	4261.001	3482.001	4918.999	5147.001
4852	8	6	29	11	9	19
4853	25	32	25	66	9	215
4854	233	145	277	278	215	525
4855	20	18	20	10	32	35
4856	914	772	1102	713	1232	935
4857	109	109	149	133	183	108
4858	1061.084	1164	1621.164	1315.326	1721.029	1714.188
4859	18	18	7	7	15	11
4860	177	187	165	280	37	600.982
4861	822	727	1286	890	1338.001	1599.997
4862	366.005	377	505	375	549	622.001
4863	14	7	15	14	27	26
4864	176.999	120	264	189	310.577	346
4865	5	2	4	6	6	7
4866	1346.999	1139	1761	1266.999	2006	1555.999
4867	522	331	576	468	807.001	689.001
4868	171.999	181	208.999	194.001	236	254.001
4869	273.368	127.072	102.511	247.032	42.042	1202.049
4870	653	449	580.001	573	981	951
4871	492	385	339	649	102	1811
4872	55	60	47	76	9	206
4873	1431.001	666	1402.999	1466.999	2211.001	2209.001
4874	849.019	814.254	1331.948	975.001	1400.387	1684.731
4875	167.999	189.001	232.999	178	217	212
4876	47.697	36.395	70.409	38.248	67.039	47.612
4877	6943.913	2864.943	4904.363	5837.12	6081.121	17536.108
4878	1069.851	1806.994	2005.004	1530.434	1474.978	1750.727
4879	506.001	273	438	459	471	1152.001
4880	812.049	1081.888	1306.732	1039.922	1317.155	1377.563
4881	265.347	259.041	284.096	295.601	503.091	508.312
4882	345.692	246.148	345.285	410.4	735.863	585.723
4883	18	17	53	14	25	34
4884	0	0	0	0	2	0
4885	1	0	0	1	0	2
4886	409.999	427	484.999	464.999	486.001	793.001
4887	156	156	234	125	249	231
4888	3	0	1	4	0	3
4889	1427.88	1125.231	1803.06	1579.932	2320.746	2225.423
4890	12	18	8	14	8	23.001
4891	1038.999	1147.999	1896.999	1092	1882	1513
4892	1339.01	1102.001	1813.068	1217.001	2057.008	2032.009
4893	389	302	483.999	360	751	690
4894	77	103	133	116	130	166
4895	270	216	226.716	322.327	215	879
4896	2526	2330	3249	2580.999	3826	3965.999
4897	0	0	0	0	0	0
4898	413	255	382.999	350.001	510	804
4899	6153	3689	7433	5576	7659	13738
4900	1709	1369	2468	1676	2927	2683.999
4901	169.556	156.719	275.185	169.999	235.046	224.09
4902	642.999	390.999	935	708.999	1146	960.999
4903	286.001	195	412.001	277.999	423.046	375.061
4904	3386	2315	3673.999	3008	5257.001	5245
4905	1866	1553.995	2437.999	1724.995	2709	3327.994
4906	383.318	317.263	461.537	381.258	576.001	630.086
4907	9.026	14.267	18.894	18.064	13.252	12.283
4908	407.656	454.999	634.001	493	652.001	702.999
4909	1791	1479	2241	1628	2665	3047
4910	6	9	3.999	7	16	4.999
4911	49	58	58	32	61	47
4912	448	721	668	652	577	874
4913	2693.677	1510.173	2550.035	1978.258	3704.05	3350.891
4914	34	27	40	41	59	65
4915	340	378	542	470	516	739.093
4916	607	452	694	517	1195	1231.907
4917	644.236	520.662	907.698	668.563	1400.141	1128.156
4918	4814	5713.638	7298.178	4212.212	7308.448	4927.999
4919	136.003	169	214.967	179	192.135	216.007
4920	6376.999	12055.999	9473	8992	4539.001	6442
4921	138	197	213	215	257.999	223.999
4922	267	229.361	382.824	217.788	281.552	271
4923	1814	1106	2245	1486	2716.999	1929.999
4924	8957.383	5383.944	9802.999	6180.595	12589.963	9579.869
4925	1727.005	814.5	2028.037	961.946	2034.012	1834.494
4926	346	248	433	302	474	501
4927	2882.415	3931.659	4855.431	4140.001	4374.001	5123
4928	818.775	1364.79	1322.865	1108.325	1418	1305.992
4929	0	0	0	0	0	0
4930	3711	3766	6215	3659	4777	4474
4931	7010.888	14584.079	17134.511	17215.954	12974.935	15582.575
4932	709.843	278.948	770.197	506.015	1048.97	954.805
4933	297.001	387.001	594.001	371.999	538.001	587
4934	55.407	72.156	83.282	49.55	88.262	73.199
4935	4	0	3	0	4	8
4936	386	116	378	211	894	735
4937	137	110	191	181	192	257
4938	321	212	574	234	393	335
4939	1508.261	987.223	1734.185	1238.226	2149.17	2443.143
4940	3.004	1.002	5	5.938	6.009	2.929
4941	17	47	60	73	93	111
4942	8	12	16	21	9	33
4943	2352.001	1955.339	2678.001	2140	3782	3932.001
4944	2	1	7	4	7	2
4945	1412	1453.001	2149.999	1373.999	2088.999	2155
4946	795	717.001	1045	802.001	1152.999	1080
4947	379	266	160	514	34	1566
4948	114	44.001	127.001	103	274.001	172
4949	54.528	39.553	68.195	68.55	55.178	120.318
4950	16949.628	18523.273	24335.975	19122.564	18955.015	27299.237
4951	45	14	43	30	74	37
4952	511	604.001	740	649	761	748
4953	1542.059	1183.302	1930.142	1491.104	2325.158	2235.965
4954	29	18	41	39	52	50
4955	403.123	437.108	624.318	259	357.084	353.815
4956	583.001	795.999	826.007	752.068	1083.005	939.023
4957	43	20	54	34	61	57
4958	2987.952	4854.594	5523.037	4715.64	5270.412	5394.812
4959	1285.958	1895.375	2045.68	1622.482	2286.176	2155.905
4960	1034.765	721	1532.598	979	2209.768	1514.668
4961	1413	1330	1819.999	1301.999	2017	1744
4962	0	0	0	0	0	0
4963	1367.999	1565	2052	1543	2148	1833
4964	1400	1390.999	2102.001	1429	2157	1567.001
4965	830	746	1146.999	963	1373.001	1263
4966	441	577	717.999	584	655	815
4967	24	11	31	17	12	41
4968	199.672	184.934	335.757	275.283	340.603	319.858
4969	6	20	26	9	20	23
4970	1252	1526.978	2247	1992	1822	2451
4971	19	21	34	52	56	51
4972	218	202.999	254	237	428	354.001
4973	5.542	5.503	8.07	1	3	8
4974	8	11	4	10	4	8
4975	13475.91	19326.818	21306.695	17931.357	20786.417	23789.164
4976	129.066	204	188.276	248.008	256	249.016
