	NG-16677_M53_iso_preg_placenta_lib271061_6029_8_1_counts	NG-16677_M55_aly6g_preg_placenta_lib271064_6029_8_1_counts	NG-16677_M56_aly6g_preg_placenta_lib280131_6085_1_1_counts	NG-16677_M62_iso_preg_placenta_lib271062_6029_4_1_counts	NG-16677_M63_aly6g_preg_placenta_lib280132_6085_1_1_counts	NG-16677_M65_iso_preg_placenta_lib280130_6085_1_1_counts
ENSMUSG00000002319.16	1523	1709.999	2019	1674	2562	2296.402
ENSMUSG00000002320.15	1605.79	1190.842	2225.754	1703.636	2583.852	2729.752
ENSMUSG00000002324.8	379.999	349	330	463	227	932
ENSMUSG00000002325.15	1174.015	1012.146	1582.372	1058.262	1552.876	1450.389
ENSMUSG00000002326.6	380	575	572.428	462	545	575.838
ENSMUSG00000002329.7	579	757	870.001	743.999	835	1048
ENSMUSG00000002332.16	656	946	989.999	713	947	1002
ENSMUSG00000002341.8	1.101	0	4.195	2.002	0	2.077
ENSMUSG00000002342.17	475	357	671	470.999	725.002	746.001
ENSMUSG00000002343.11	184	208	231.001	239	301.001	339
ENSMUSG00000002345.18	266	345	519.834	364	419	442
ENSMUSG00000002346.16	68.979	53.843	91.063	80.26	74.442	197.192
ENSMUSG00000002365.10	4234	4549	5801	4204	6117	6507
ENSMUSG00000002372.9	1260.074	1329.399	2023.59	1371.669	2081.531	1782.821
ENSMUSG00000002379.7	741	1304	1292.001	1150	1025	1131.999
ENSMUSG00000002384.2	69.019	28.477	50.653	112.529	242.323	133.349
ENSMUSG00000002393.14	1201.999	1417.001	2172.999	1439.998	2454.993	2192.999
ENSMUSG00000002395.14	838	1269	1445	1367	1323	1319
ENSMUSG00000002396.8	103.999	123	236.002	152.002	213.009	170
ENSMUSG00000002409.18	316	357	482	313	598	511
ENSMUSG00000002413.15	1544	967	1937	1113.877	2469	1701
ENSMUSG00000002416.13	415.17	770.81	877.971	886.474	702.814	842.645
ENSMUSG00000002428.12	572.762	429.517	724.905	561.838	928.446	935.114
ENSMUSG00000002455.14	1276	1597	1695	1400	1699	2312
ENSMUSG00000002458.13	56.999	56	131.001	125.999	138.998	115
ENSMUSG00000002459.17	2.2	3.122	4.233	2.164	1.066	16.082
ENSMUSG00000002475.16	479	337	470	486	520	818
ENSMUSG00000002477.5	852.898	1384.246	1623.893	1251.616	1267.166	1477.836
ENSMUSG00000002486.15	139.003	123	239.999	118.008	272.994	248.019
ENSMUSG00000002489.16	661.999	524	874	518	963.001	552
ENSMUSG00000002496.10	865.842	765.074	1107.004	738.598	1449.716	1105.461
ENSMUSG00000002500.15	30	74	95	31	54	34
ENSMUSG00000002504.15	159	196.001	391.999	160	218.001	220
ENSMUSG00000002524.17	2576	3440.999	4007	3066.001	3588	3965
ENSMUSG00000002546.16	1765.001	1413	2210	1495	2779.92	2360.001
ENSMUSG00000002550.16	646.001	666	867.276	732.232	962.044	1024
ENSMUSG00000002565.16	56.019	102.678	99.02	197.103	268.132	126.022
ENSMUSG00000002578.18	66.125	44.524	36.289	60.376	33.929	225.647
ENSMUSG00000002580.7	623	870	967	953	762	1214
ENSMUSG00000002588.13	1	3	0	1	0	0
ENSMUSG00000002602.16	653.999	474	948	877.001	1547	1298
ENSMUSG00000002603.15	627.812	684.209	1050.005	759.955	1403.666	1200.46
ENSMUSG00000002608.8	573.999	435	677.001	542	933.001	867
ENSMUSG00000002617.14	48.508	42.039	62	73.003	101.043	108.557
ENSMUSG00000002625.10	322.002	361.999	561.001	320	504.998	435.998
ENSMUSG00000002633.4	0	0	0	1	2	0
ENSMUSG00000002635.11	263	342	414	291	351.999	438
ENSMUSG00000002658.9	936	1246	1315	900	1378	1290
ENSMUSG00000002660.8	569	696	949	698	795	982
ENSMUSG00000002661.14	108	183	236	163	170	175
ENSMUSG00000002664.2	0	0	0	0	0	0
ENSMUSG00000002668.8	24.017	17.001	26.88	27.081	35.689	28.43
ENSMUSG00000002679.14	662	903.001	958	859	869	984
ENSMUSG00000002688.8	21	15	41	42	54	29
ENSMUSG00000002699.13	29.929	48.909	52.733	49.672	92.681	58.519
ENSMUSG00000002718.14	1748.103	1693.452	2434.269	1809	2928.339	2184.088
ENSMUSG00000002728.14	851.666	969.541	1365.498	1114.993	1206.139	1230.812
ENSMUSG00000002731.6	196	291	313	296	247	374
ENSMUSG00000002732.14	190	163	268	273	237	334
ENSMUSG00000002733.8	781.312	555.264	1144.552	682.777	1163.978	1042.489
ENSMUSG00000002741.9	1740	1552	2338	1970	2811	2727
ENSMUSG00000002748.7	1753.66	1213.425	2217.636	1419.326	2566.001	2260.016
ENSMUSG00000002763.16	774	860.999	1122.999	899	1346.999	1462.001
ENSMUSG00000002767.13	1026.001	1234	1338.001	1010	1208	1568.999
ENSMUSG00000002768.8	803.001	1220	1365	1146.999	1417	1317.751
ENSMUSG00000002769.9	2	4	0	0	2	2
ENSMUSG00000002771.12	32	24	42	49	61	52
ENSMUSG00000002778.14	2726.001	2360	4182.999	3019	4298	4416.001
ENSMUSG00000002781.19	192.383	177.725	208.138	293.17	238.127	536.091
ENSMUSG00000002797.9	33	39	56	26	40	44
ENSMUSG00000002799.6	409.001	226.001	292.999	434.001	968	611
ENSMUSG00000002803.14	64	80	84.999	98	120	118
ENSMUSG00000002804.4	203.999	301	305	364	267	382.999
ENSMUSG00000002808.7	249	218.873	533.004	492	650	692
ENSMUSG00000002812.4	1916.001	1761	2471	1757.001	3045	2845
ENSMUSG00000002814.15	208	198	323	211	363	360.999
ENSMUSG00000002820.6	1025	1070	1587	1165	1732.001	1359.001
ENSMUSG00000002825.8	94.001	145	155.999	128	163	177.999
ENSMUSG00000002831.14	51	22	34	77	130	123
ENSMUSG00000002833.11	900.915	1067.665	1301.003	821.377	1417.657	1134.076
ENSMUSG00000002835.9	223.258	276.024	289.923	309.02	532.455	431.156
ENSMUSG00000002844.9	1577.026	1883.899	2332.952	1791.335	2449.001	2450.576
ENSMUSG00000002845.14	1682.999	1487	2723.001	1839	2640	2232.999
ENSMUSG00000002846.9	427.919	451.859	668.62	442.303	659.96	628.678
ENSMUSG00000002847.7	903	628	1288	1059	1555	2156
ENSMUSG00000002870.8	536.137	610	652	788.002	901.001	1175
ENSMUSG00000002871.14	825.999	683.002	1026.002	899	1097.001	1371.001
ENSMUSG00000002881.14	707.062	692.863	1185.331	846.182	1270.969	1207.009
ENSMUSG00000002885.14	243.001	145	311	197	369	465
ENSMUSG00000002897.5	273.102	162.844	347.581	242.817	392.06	449.174
ENSMUSG00000002900.16	8692	3151.001	10627	7812	12934	8753
ENSMUSG00000002908.17	7	9	7	25.999	11	29
ENSMUSG00000002910.11	104	89.999	135	98.999	140	207.999
ENSMUSG00000002930.6	0	0	0	0	0	2
ENSMUSG00000002944.15	683.001	604	977	394	596.999	613
ENSMUSG00000002948.19	690.999	569	890	644	940.001	997.272
ENSMUSG00000002949.15	650	808	978	780.999	967.999	1028
ENSMUSG00000002957.11	3815.155	3344.484	3821.032	4047.417	5128.872	7114.15
ENSMUSG00000002963.17	431.001	501	720	465.998	693.001	655.999
ENSMUSG00000002968.9	1229.757	1213.75	1482.465	1393.245	1893.048	2089.039
ENSMUSG00000002980.14	850	398	516	1039	398	2734
ENSMUSG00000002981.10	3085.001	1829	3632.999	2772	4493.999	4582.001
ENSMUSG00000002983.17	149	104.132	285	163.034	285.999	245.063
ENSMUSG00000002984.17	1100.999	1339.001	1564	1285	1714.989	1619
ENSMUSG00000002985.16	6392.999	4871	4454	8010.001	1346	26454
ENSMUSG00000002992.17	623	899.222	421	1414	38	2444.008
ENSMUSG00000002996.17	2744.908	2587.999	4106.939	3053.857	4341.032	4560
ENSMUSG00000002997.15	285	233	422	292	603	353
ENSMUSG00000003031.14	1071	888	1521.999	1338	1624	1734
ENSMUSG00000003032.8	1246	924	2074	1377	2029	1413
ENSMUSG00000003033.15	765	989	1138	1019	1228.001	1301
ENSMUSG00000003037.16	2026.248	2722.487	3477.495	2538.462	3013.636	3192.95
ENSMUSG00000003038.15	4100.795	5275.108	5763.151	5634.534	5448.631	5818.774
ENSMUSG00000003039.9	1295.827	1759.774	2167.789	1707.496	2055.239	2244.541
ENSMUSG00000003051.13	967	1169	1150.001	1003	1057.999	2023.001
ENSMUSG00000003053.17	0	0	0	0	0	0
ENSMUSG00000003062.13	699	880.001	1022	1286	1140	1407.999
ENSMUSG00000003068.16	1236	1127	1701.999	1198	1993.886	1839
ENSMUSG00000003070.6	45	33	68	42	84	78
ENSMUSG00000003072.15	2297	3698	3946	3091.001	3854	3978
ENSMUSG00000003099.11	461	529	679.999	549.999	630.999	903.999
ENSMUSG00000003119.14	542.001	383	637.972	439	965.002	811.924
ENSMUSG00000003123.15	118	108	110	127.999	93	269.001
ENSMUSG00000003131.7	2208	2113	2987	2417.001	3225	3273.001
ENSMUSG00000003134.10	618.999	670	934.001	479	844.001	637
ENSMUSG00000003135.15	520.001	598	717	599	728	957
ENSMUSG00000003153.10	1077.104	502.51	1031.782	807.244	1335.721	2052.381
ENSMUSG00000003154.15	701	494	770	528	894	965
ENSMUSG00000003161.15	7446.47	11506.734	13967.113	8384.73	11749.423	9796.972
ENSMUSG00000003166.20	1134	629	1329.001	1235.999	1972.762	1845.999
ENSMUSG00000003184.15	683.999	786.999	1120.001	768.001	1009.001	1021
ENSMUSG00000003190.12	126	193	226	156	190	223
ENSMUSG00000003198.10	60.063	61.741	136.493	86.809	73.612	130.342
ENSMUSG00000003199.16	266	352	507	299	402	420
ENSMUSG00000003200.10	1844	2135	2896	1824	2994	2810
ENSMUSG00000003206.7	4	10	14	10	9	11
ENSMUSG00000003208.9	145	158	204	145.991	210.952	210
ENSMUSG00000003226.7	2480.928	1572.271	3049	2243.001	3863	3548.223
ENSMUSG00000003227.4	6	4	4	5	3	9
ENSMUSG00000003228.9	163.519	107	187.537	132.284	276.737	203.088
ENSMUSG00000003233.12	1420.485	991.99	1528.433	1309.502	2123.731	2087.595
ENSMUSG00000003234.16	767	959.999	1144.999	973	1378	1207
ENSMUSG00000003235.13	931	1318	1328	1233.999	1577	1668.001
ENSMUSG00000003269.17	1143	1443	1990.002	1255.001	1916	1705.999
ENSMUSG00000003271.17	91	122	130	84	101.001	109
ENSMUSG00000003273.14	10.999	10.999	12	14	18	23
ENSMUSG00000003279.17	2	4	13	5	3	5
ENSMUSG00000003282.9	19	12	19	21	19	35
ENSMUSG00000003283.14	25	41	73	21	41	31
ENSMUSG00000003299.10	784	1179	1382	1053	1266.999	1175.999
ENSMUSG00000003308.15	1038.001	948	1328	944	1417	1387
ENSMUSG00000003309.14	901.565	1164	1190.002	1191.005	1018	2086
ENSMUSG00000003316.14	3897	1004	3626.999	2245	4550	5016.088
ENSMUSG00000003341.9	13	4	21	6	25	23
ENSMUSG00000003344.14	668	607	956.001	660	893	996
ENSMUSG00000003345.16	2096	2050	3299.001	2434.999	3749.999	3355.999
ENSMUSG00000003346.14	1054	1200	1580	1268.999	1578	1977
ENSMUSG00000003348.10	1731	1443	2539	1562	2954	2332
ENSMUSG00000003352.14	837	730	1494	683	1225	803
ENSMUSG00000003354.6	1	1	4	0	0	4
ENSMUSG00000003355.7	1037.048	984.129	1476.464	968.173	875.073	1387.981
ENSMUSG00000003360.15	859.879	900.713	1283.057	879.99	1473.543	1417.649
ENSMUSG00000003363.15	2487	1492	3154	2056.001	2875.999	3295
ENSMUSG00000003378.9	61	48	65	69	141.035	118.021
ENSMUSG00000003379.7	11	25.258	11.734	8.407	23.141	21
ENSMUSG00000003380.11	2730.001	2818.999	4177	3006.001	3815.999	4168
ENSMUSG00000003382.18	416.967	221	454.834	458.958	888.89	608.901
ENSMUSG00000003402.14	4907	2776	5966	3981	5989	6241.999
ENSMUSG00000003410.8	13.013	4.002	6.005	17.018	42.07	21.019
ENSMUSG00000003411.10	65	56	89	110	88	81.001
ENSMUSG00000003418.11	22	7	11	31	72	27
ENSMUSG00000003420.8	3273.907	1969.806	2155.879	3474	764.001	11332.001
ENSMUSG00000003421.13	886.011	915.999	1102	794.035	1135.999	1133.256
ENSMUSG00000003423.15	425	594.999	641.001	605.846	670.001	675
ENSMUSG00000003429.11	5959.989	10640.195	10384.374	10645.2	8556.593	11556.351
ENSMUSG00000003435.9	4127.133	4476.003	5431.074	3874.999	6042.083	5335.116
ENSMUSG00000003436.11	2	1	5	4.018	2	3
ENSMUSG00000003437.14	1402.911	1603	1739.008	1427.001	1760.726	2291.888
ENSMUSG00000003438.17	581	782	932	798	948	989
ENSMUSG00000003444.8	460	675	776	711	620	923
ENSMUSG00000003452.15	26.653	14.419	54.045	23.177	44.93	47.828
ENSMUSG00000003458.12	2436	1109.015	2924	2239	3832.329	3574.732
ENSMUSG00000003464.13	1771.001	1623.999	2308	2033	2693.999	2816.001
ENSMUSG00000003469.9	2	1	0	3	3	7
ENSMUSG00000003476.16	1	2	2	1	1	5
ENSMUSG00000003477.5	219	498	215	369	517	502
ENSMUSG00000003484.4	223.17	360.821	374.581	317.881	465.581	285.952
ENSMUSG00000003500.13	496.001	510.999	758	485	785.001	713.999
ENSMUSG00000003505.15	34477.655	21443.869	49959.746	25585.515	40379.637	37941.095
ENSMUSG00000003518.13	719.937	475.93	830.965	716.922	1277.425	1327.858
ENSMUSG00000003526.12	140.005	69	196.712	101.833	164.999	127.115
ENSMUSG00000003527.9	295.822	380.77	433.647	326.999	471.645	484.091
ENSMUSG00000003528.15	722	874	1053	947	1059	1332
ENSMUSG00000003531.15	232	344	415	307	426	398
ENSMUSG00000003534.17	4333.001	2411.999	3917.999	3415	5835	6237.999
ENSMUSG00000003541.6	481	417	1008	610	1001	760
ENSMUSG00000003545.3	106	59	123	108	338	115
ENSMUSG00000003546.10	867	992	1068	960	1069	1550
ENSMUSG00000003549.9	578.001	931.022	1154	726	1130.015	782.01
ENSMUSG00000003555.8	686	525	1260	707	1075.999	632.001
ENSMUSG00000003559.8	958.001	1213	1503	1123	1303.999	1539
ENSMUSG00000003573.15	105	155	223	144	296.665	214
ENSMUSG00000003575.13	158	115	216	184	302	333
ENSMUSG00000003581.14	697	561	996	699	1021	915
ENSMUSG00000003585.13	125	106	147	150	171	177
ENSMUSG00000003604.14	130.561	213.316	238.376	165.704	194.13	242.199
ENSMUSG00000003617.16	92	41	124	95.001	106	183.001
ENSMUSG00000003623.4	1160.358	1258.298	1265.455	1328.086	1252.836	2497.557
ENSMUSG00000003644.17	1489	1946.001	2154	1489	2320.001	2446.001
ENSMUSG00000003657.9	0	0	0	0	0	0
ENSMUSG00000003660.10	1452.038	1233.071	1630.773	1156	2100	1901.177
ENSMUSG00000003662.10	842	1091.999	1327	911.198	1115	1332
ENSMUSG00000003665.7	6	1	12	12	14	8
ENSMUSG00000003680.16	291.001	334	321.999	312.001	394	423
ENSMUSG00000003721.14	870	595	1218	900.001	1323.001	1392
ENSMUSG00000003731.13	1849	1441	2039	1727	2816	2544.001
ENSMUSG00000003746.16	6792	3471	9228.999	4407	9258.002	7841.999
ENSMUSG00000003752.9	272.001	265	352	295	365	573
ENSMUSG00000003762.13	371	462	463.888	395.841	465	635.281
ENSMUSG00000003778.14	992.735	958.672	1419.019	969.773	1521.693	1471.861
ENSMUSG00000003779.16	286	372	313	507.999	491.363	692
ENSMUSG00000003808.18	1434.484	1690.999	2348.947	1447	2100.106	1614.037
ENSMUSG00000003809.14	433	554	610	552.999	583.001	826
ENSMUSG00000003810.12	1205.001	787	1409.999	946	1704.999	1844.927
ENSMUSG00000003812.13	776.223	562.296	1054.335	716.065	1061.329	877.087
ENSMUSG00000003813.15	884	1124.001	1484	1049	1308	1372.001
ENSMUSG00000003814.8	73721.814	40486.752	88179	55383	81744.967	70392.949
ENSMUSG00000003824.12	701	768	1099.999	721.001	859	890
ENSMUSG00000003847.16	970.515	359.21	1029.723	703.277	1321.679	1130.905
ENSMUSG00000003848.14	312.999	413	469	422	568.05	612
ENSMUSG00000003849.8	78	91	54	132	83	137
ENSMUSG00000003863.18	15	5	4	5	4	13
ENSMUSG00000003865.16	1563.448	1398.201	2062.69	1578	2628.284	2647.871
ENSMUSG00000003868.14	758.001	1117	1203	880	1132	1257.002
ENSMUSG00000003872.9	2	2	2	3	4	3
ENSMUSG00000003873.11	1051.999	1534	1603.702	1406	1576.23	1890
ENSMUSG00000003882.5	8.622	7.756	29.128	11.056	24.236	18.467
ENSMUSG00000003923.14	710.913	867.999	1129	832	990	1215
ENSMUSG00000003929.11	66.379	48	117.258	94.023	127.374	119.556
ENSMUSG00000003934.5	18	10	13	23	11	12
ENSMUSG00000003948.17	716.99	664	796.923	863.951	937	1033.983
ENSMUSG00000003949.16	48	34	70	44	76	54
ENSMUSG00000003955.8	1013	2033.999	2339	1415	1612.001	1723
ENSMUSG00000003970.9	7095.727	12553.601	14083.328	11526.527	13101.546	12597.259
ENSMUSG00000003974.6	0	2	0	0	0	0
ENSMUSG00000003992.15	73.004	76.441	99.373	99.821	125.961	187.284
ENSMUSG00000004018.9	115	133.001	141	177	163	227
ENSMUSG00000004031.13	2	0	1	0	3	0
ENSMUSG00000004032.10	307	431.999	400	340	298.999	607
ENSMUSG00000004035.12	5	10	13	14	8	15
ENSMUSG00000004038.9	5.495	3.264	3.28	4.413	1.133	13.351
ENSMUSG00000004040.16	2268.763	1638	3283.871	2161.585	3658.218	2926.112
ENSMUSG00000004043.14	262.239	208.351	339.835	274.769	402.882	451.309
ENSMUSG00000004044.9	1641	1421	1618	1653	2449	2663
ENSMUSG00000004054.9	1126	1179	1795	1045.999	1956.001	1553.999
ENSMUSG00000004056.15	1819.058	1769.91	2475.408	2000.203	3053.47	2888.764
ENSMUSG00000004069.17	986	1111.999	1439	1205	1559.099	1546
ENSMUSG00000004070.15	1350.999	1942.985	2194.983	1606.94	2114.981	1942
ENSMUSG00000004071.13	1119.178	787.079	1286.304	1145.996	1254.259	1791.833
ENSMUSG00000004085.14	138.033	96.027	188.076	144.14	203.269	226.276
ENSMUSG00000004096.9	1047.999	1606.001	1818	1297.001	1481	1711.999
ENSMUSG00000004098.7	140	41	368	100	296	281
ENSMUSG00000004099.16	1998.57	1403.735	2506.583	1863.891	3375.657	2426.527
ENSMUSG00000004100.12	458.268	598.654	682.359	629.171	832.819	693.305
ENSMUSG00000004105.8	1105	487	1068	962.999	2053	1812.999
ENSMUSG00000004110.17	7.02	5.094	7.1	5.235	10.244	7.628
ENSMUSG00000004113.18	31	13.999	27.999	71	115.002	89.009
ENSMUSG00000004127.12	126.195	146.465	208.563	171.199	221.079	206.829
ENSMUSG00000004151.17	17.11	13.871	20.439	13.357	22.939	12.431
ENSMUSG00000004187.11	71	60	79	54.999	106	95
ENSMUSG00000004207.14	38790	16864	52655.999	32115	59091	47062
ENSMUSG00000004221.16	931.501	796.958	1045.367	1037.295	1266.279	1720.679
ENSMUSG00000004231.15	106	64	60	65	133	129
ENSMUSG00000004233.14	110.329	126.001	190.417	147.672	208.303	213.531
ENSMUSG00000004263.15	837	600	1145	741	1313	1153
ENSMUSG00000004264.17	2330.999	3602	3634	3401	3768.998	4119.999
ENSMUSG00000004266.15	657	920.002	1079	673.999	992	912.001
ENSMUSG00000004267.16	24.07	48.154	43.007	48	67	85.027
ENSMUSG00000004268.11	767.002	1230	1281.458	1094.486	1097.999	1241.001
ENSMUSG00000004270.13	1689.999	1153.999	1672	1824	1994	3215.001
ENSMUSG00000004285.12	1549	2037.999	2394	1834.954	2035	2498
ENSMUSG00000004296.14	0	0	4	0	4	0
ENSMUSG00000004317.14	992	311	841.999	886	977	2334
ENSMUSG00000004319.15	949.959	493.013	959.13	836.061	1128.757	1794.971
ENSMUSG00000004328.15	440	190	228	333	93	1387
ENSMUSG00000004341.8	2	4	0	1	4	12
ENSMUSG00000004344.12	0	1	0	0	1	0
ENSMUSG00000004347.17	90.021	37.009	85.73	52.508	72.942	76.665
ENSMUSG00000004356.8	399	265.999	461	378.001	668	605.999
ENSMUSG00000004359.16	6.786	7.259	23.08	13.158	6.893	4.792
ENSMUSG00000004360.9	1.086	0	5.247	1.326	3.002	0
ENSMUSG00000004364.14	1994	1900.001	2794.001	2023	3183	3031
ENSMUSG00000004366.4	0	0	0	0	0	0
ENSMUSG00000004371.15	6.079	6.634	5.745	12.173	4.19	9.087
ENSMUSG00000004383.18	404	235	523	499	875	973.999
ENSMUSG00000004393.10	701	906	1105	842	1182.001	1123.999
ENSMUSG00000004394.12	1177.999	884	1539	1192.999	1534	1623
ENSMUSG00000004415.15	7.375	4.214	8	29.234	51.604	35.689
ENSMUSG00000004446.12	299	277	385	406	349	591
ENSMUSG00000004451.14	4133	4072	6642	3416	5158	5440.899
ENSMUSG00000004455.16	1894.337	1946.761	2753.79	2461.036	3177.198	3047.443
ENSMUSG00000004460.17	5518.001	4510	7384	4251	6477.999	5740
ENSMUSG00000004462.7	375.004	344	484.015	379.001	555.743	675.004
ENSMUSG00000004473.10	10	23	11	16	8	25
ENSMUSG00000004500.9	129	147	195.999	139	219	203
ENSMUSG00000004508.6	1581	1358	1885	1358	2347	1918
ENSMUSG00000004530.12	2528.821	2192.374	2866.796	2250.715	3748.536	3866.897
ENSMUSG00000004535.12	6569	6300	8539	6256.999	10155.999	9699
ENSMUSG00000004540.7	18580.502	9119.562	22819.686	11343.844	18473.859	16077.034
ENSMUSG00000004542.15	15696.107	10140.766	20957.777	10811.514	17296.01	15438.062
ENSMUSG00000004552.16	124	103	94	119	42	78
ENSMUSG00000004558.15	140	153	84	167.001	65	231
ENSMUSG00000004561.14	152.572	156.286	258.034	176.484	214.241	276.256
ENSMUSG00000004562.16	139.215	118.8	214.008	145.8	212.878	154.593
ENSMUSG00000004565.15	993.739	635.164	1105.645	840.999	1277.384	1339.696
ENSMUSG00000004567.16	1127.13	762.952	1569.287	1098.2	1583.741	1838.037
ENSMUSG00000004568.13	1567.973	912.446	1281.342	1059.04	1858.996	2207.84
ENSMUSG00000004591.16	2809	1959.999	3327.001	2547	4102.999	4165
ENSMUSG00000004609.11	23.098	26.229	38.287	39.148	39.136	42.168
ENSMUSG00000004610.4	2242	3771	3449.001	2804.001	2474	3861
ENSMUSG00000004612.9	6	20	15	34	24	10
ENSMUSG00000004626.14	1896.82	2350.553	2807.807	2145.389	2734.467	3297.703
ENSMUSG00000004630.18	0	0	2	1	1.007	0
ENSMUSG00000004631.15	2013	1406.999	2542.999	1867	2233.999	3079.001
ENSMUSG00000004633.17	134	151	157	134	179	183.001
ENSMUSG00000004637.15	102.191	96.235	131.207	106.225	130.147	104.446
ENSMUSG00000004642.13	1052.651	1198.824	1579.357	1181.654	1682.852	1541.77
ENSMUSG00000004651.6	0.749	0.751	0.8	0	3.072	0
ENSMUSG00000004654.6	1	0	1	1	0	2
ENSMUSG00000004655.5	2603	1397	5032	5778	12289	8328
ENSMUSG00000004661.15	587.001	329	558	476	728.999	774.999
ENSMUSG00000004665.10	4121	5390.935	7103	4459	7304	6090
ENSMUSG00000004667.18	1167	1852	1807.999	1756.001	1838	2180.999
ENSMUSG00000004668.14	14	13	21	27	30	33
ENSMUSG00000004677.17	972.999	878	1135	915.001	1705	1666
ENSMUSG00000004698.10	51	17	19	118	145	99
ENSMUSG00000004707.14	16	7	21	11	11	8
ENSMUSG00000004709.14	143	217	273	235	483	333
ENSMUSG00000004730.15	39	45	93	53	63	66
ENSMUSG00000004748.5	58	79	95	74	58	159
ENSMUSG00000004768.14	241	256	341	266	437	341
ENSMUSG00000004771.12	2497.827	3175.474	3645.244	3169.184	2609.849	4854.489
ENSMUSG00000004788.11	538	766	864	760	898.999	750.999
ENSMUSG00000004789.10	2024.482	2019	2718.085	2299.248	3118.51	3893.463
ENSMUSG00000004791.7	500	512	898	406	864	722
ENSMUSG00000004798.14	1045	828	1561	1036	1879	1710.999
ENSMUSG00000004814.10	3	11	6	7	6	7
ENSMUSG00000004815.12	252	209	308.001	269	418.001	464
ENSMUSG00000004821.1	0	0	0	0	0	0
ENSMUSG00000004837.2	304	225	397	267.98	377	385
ENSMUSG00000004842.18	0	0	2.255	0	1.042	0
ENSMUSG00000004843.7	1902	2449	2750	2345	2716	4016
ENSMUSG00000004846.10	4695.012	1763	5068.362	4489.15	6427	4870.59
ENSMUSG00000004849.14	1684	2025	2568.001	1876	2630	2986
ENSMUSG00000004864.13	604	881	1087	740.001	875.999	921.999
ENSMUSG00000004865.16	908.934	896.821	1191.484	1105.104	1429.848	1424.862
ENSMUSG00000004872.15	15.203	9.824	15.034	8.012	19.082	7.167
ENSMUSG00000004880.11	622	471	802.999	763	821	1005
ENSMUSG00000004885.5	783	791	1196	830	1383	1582
ENSMUSG00000004891.16	120	132	129	96	199	117
ENSMUSG00000004892.13	2	0	0	0	0	1
ENSMUSG00000004894.10	1	0	2	1	5	4
ENSMUSG00000004895.9	1062	1375	1587	1139	1618	1629
ENSMUSG00000004896.16	153.791	130.001	234.652	188.104	264.829	197.406
ENSMUSG00000004897.16	2281.999	2920	3359.001	3012.001	4043	4148.001
ENSMUSG00000004902.7	3	2	1	3	3	7
ENSMUSG00000004929.12	313	423	456	361	559	526
ENSMUSG00000004931.11	979.999	1181	1748	1018	1830	1528.001
ENSMUSG00000004933.17	37	45	55	36	58.999	37.001
ENSMUSG00000004934.14	700	793.04	1008	711	1084.574	1125.999
ENSMUSG00000004936.8	3400.981	3993.001	5797.587	3616.186	5628.967	4757.502
ENSMUSG00000004937.6	1520.001	1734.999	2227.001	1842.001	2634	2533.999
ENSMUSG00000004939.7	2.198	1.057	0	2.22	0	1.069
ENSMUSG00000004945.15	881.999	1283.999	1627	1219.999	1318	1413
ENSMUSG00000004947.15	435.001	479	705	483.999	714	606
ENSMUSG00000004948.12	0	0	0	0	0	0
ENSMUSG00000004951.10	7086.273	8842.629	10465.352	7791.661	11348.14	11783.491
ENSMUSG00000004952.13	38	36	66.018	73	122.187	67.999
ENSMUSG00000004961.7	5	10	5	8	14	6
ENSMUSG00000004980.16	9427.753	12159.403	15350.3	10613.916	15192.574	14600.724
ENSMUSG00000004988.9	10	13	17	10	7	13
ENSMUSG00000004994.12	248.001	267	367.001	248	305	310
ENSMUSG00000004996.9	176	219.014	365.244	257.334	378.019	363.428
ENSMUSG00000005034.15	952	567	1104	806	1396	1364
ENSMUSG00000005043.13	377.999	184	468	257	543.999	545
ENSMUSG00000005045.16	3	2	3	3	4	0
ENSMUSG00000005054.7	4710	6849	8479	6200	6083	7158
ENSMUSG00000005057.13	424.001	427	788.999	342.001	708.001	419
ENSMUSG00000005069.12	3756.999	3643.999	5233.999	3158.999	5376	4598
ENSMUSG00000005078.16	1179.5	1120.094	1823.17	1196.454	1612.043	1475.045
ENSMUSG00000005087.17	218	155	309	180.001	331	289
ENSMUSG00000005089.15	19.687	16.283	26.112	18.004	38.607	19.506
ENSMUSG00000005102.13	430.001	411.999	562	410	563	628
ENSMUSG00000005103.12	5905.914	6856.001	8698.006	6641.079	9739.012	8581.999
ENSMUSG00000005107.13	23	20	25	27	29	20
ENSMUSG00000005124.10	97	52	62	343	101	401
ENSMUSG00000005125.13	10891.995	7925	12870.269	7871	12745.991	16104.994
ENSMUSG00000005131.4	11	8	14	6	8	12
ENSMUSG00000005142.10	1261.062	552.999	1416.175	1259.026	1715.194	2830.03
ENSMUSG00000005148.8	603	414	632	739	738	1037
ENSMUSG00000005150.16	242	243	313	268	354.999	271.001
ENSMUSG00000005161.15	3695.195	6868.991	5887.367	5594.919	3736	6151.961
ENSMUSG00000005198.15	2555	1315	2143	1731	3064	2796
ENSMUSG00000005202.2	6	6	4	9	0	11
